t_wql,trp,cdom,temp
10/8/2024 14:36:00,72.5,1599.1,20.73
10/8/2024 14:46:00,71.6,1597.8,20.73
10/8/2024 14:56:00,71.7,1596.6,20.74
10/8/2024 15:06:00,70.5,1594.1,20.74
10/8/2024 15:16:00,72.9,1595.3,20.75
10/8/2024 15:26:00,70.7,1595.3,20.75
10/8/2024 15:36:00,72.3,1594.1,20.76
10/8/2024 15:46:00,70.7,1590.1,20.77
10/8/2024 15:56:00,72.1,1586.2,20.79
10/8/2024 16:06:00,72.7,1583.8,20.82
10/8/2024 16:16:00,72.5,1577.5,20.86
10/8/2024 16:26:00,71.2,1602.5,20.91
10/8/2024 16:36:00,71.4,1605.2,20.97
10/8/2024 16:46:00,72.5,1603.4,21.04
10/8/2024 16:56:00,72.8,1599.1,21.12
10/8/2024 17:06:00,71,1603,21.2
10/8/2024 17:16:00,72.2,1594.3,21.27
10/8/2024 17:26:00,71.2,1584.9,21.34
10/8/2024 17:36:00,73.6,1592.1,21.41
10/8/2024 17:46:00,69.9,1580.4,21.48
10/8/2024 17:56:00,71.3,1575.6,21.55
10/8/2024 18:06:00,71.4,1571.4,21.62
10/8/2024 18:16:00,73.1,1563.7,21.68
10/8/2024 18:26:00,71.7,1555.1,21.74
10/8/2024 18:36:00,71.9,1553.3,21.8
10/8/2024 18:46:00,71.9,1551.9,21.85
10/8/2024 18:56:00,70.7,1533.7,21.91
10/8/2024 19:06:00,71.4,1538.4,21.95
10/8/2024 19:16:00,72.3,1526.8,21.99
10/8/2024 19:26:00,72.7,1526.5,22.03
10/8/2024 19:36:00,70.1,1523.8,22.07
10/8/2024 19:46:00,71.1,1521.2,22.09
10/8/2024 19:56:00,71.6,1520.4,22.11
10/8/2024 20:06:00,72.6,1524.5,22.13
10/8/2024 20:16:00,70.6,1521.2,22.14
10/8/2024 20:26:00,72.1,1519.3,22.16
10/8/2024 20:36:00,72,1515.1,22.18
10/8/2024 20:46:00,71.1,1518.8,22.19
10/8/2024 20:56:00,72.2,1518.6,22.18
10/8/2024 21:06:00,70.4,1520.2,22.18
10/8/2024 21:16:00,71.2,1521.1,22.18
10/8/2024 21:26:00,71.1,1520.6,22.17
10/8/2024 21:36:00,72.4,1523.9,22.15
10/8/2024 21:46:00,72.8,1522.5,22.14
10/8/2024 21:56:00,71.8,1523.1,22.12
10/8/2024 22:06:00,71.4,1522,22.1
10/8/2024 22:16:00,70.6,1528,22.08
10/8/2024 22:26:00,71.3,1525.5,22.06
10/8/2024 22:36:00,71.6,1528.2,22.05
10/8/2024 22:46:00,72.5,1531.4,22.03
10/8/2024 22:56:00,71.8,1533.1,22.01
10/8/2024 23:06:00,71.3,1530.1,21.99
10/8/2024 23:16:00,70.8,1536.4,21.97
10/8/2024 23:26:00,71.8,1535.4,21.96
10/8/2024 23:36:00,71.7,1538.7,21.94
10/8/2024 23:46:00,72.4,1544.9,21.93
10/8/2024 23:56:00,71.6,1545.3,21.91
10/9/2024 0:06:00,71,1548.8,21.89
10/9/2024 0:16:00,71.1,1551.8,21.86
10/9/2024 0:26:00,73.2,1550.9,21.84
10/9/2024 0:36:00,71.4,1559.9,21.81
10/9/2024 0:46:00,71.4,1563.5,21.79
10/9/2024 0:56:00,73.4,1566.6,21.76
10/9/2024 1:06:00,71.7,1567.7,21.73
10/9/2024 1:16:00,71.9,1573.8,21.7
10/9/2024 1:26:00,71.2,1573.8,21.67
10/9/2024 1:36:00,70.5,1577.7,21.63
10/9/2024 1:46:00,71.4,1579.2,21.59
10/9/2024 1:56:00,69.4,1579.6,21.55
10/9/2024 2:06:00,69.6,1584,21.51
10/9/2024 2:16:00,71.1,1583.9,21.47
10/9/2024 2:26:00,70.7,1589.1,21.42
10/9/2024 2:36:00,70.2,1594.1,21.38
10/9/2024 2:46:00,71.5,1598.3,21.34
10/9/2024 2:56:00,70.2,1595,21.3
10/9/2024 3:06:00,73,1598.3,21.26
10/9/2024 3:16:00,69.9,1598.9,21.22
10/9/2024 3:26:00,73,1608.9,21.17
10/9/2024 3:36:00,71.7,1610.7,21.13
10/9/2024 3:46:00,71.3,1614,21.08
10/9/2024 3:56:00,71.3,1616.9,21.03
10/9/2024 4:06:00,71.9,1619.8,20.99
10/9/2024 4:16:00,75.2,1622,20.94
10/9/2024 4:26:00,71.7,1623.4,20.9
10/9/2024 4:36:00,71.1,1624.2,20.86
10/9/2024 4:46:00,72.4,1623.5,20.82
10/9/2024 4:56:00,71,1618.4,20.78
10/9/2024 5:06:00,69.9,1616.1,20.73
10/9/2024 5:16:00,71.9,1618.6,20.69
10/9/2024 5:26:00,71.3,1621.9,20.66
10/9/2024 5:36:00,71.8,1620.9,20.62
10/9/2024 5:46:00,72,1624.6,20.58
10/9/2024 5:56:00,71.3,1625.8,20.54
10/9/2024 6:06:00,70.3,1628,20.51
10/9/2024 6:16:00,71.4,1621.1,20.48
10/9/2024 6:26:00,71.9,1616,20.44
10/9/2024 6:36:00,71.4,1614.1,20.41
10/9/2024 6:46:00,70,1604,20.37
10/9/2024 6:56:00,68.7,1603.1,20.34
10/9/2024 7:06:00,69,1598.1,20.31
10/9/2024 7:16:00,68.1,1600.6,20.28
10/9/2024 7:26:00,69,1600.7,20.24
10/9/2024 7:36:00,70.7,1616.8,20.2
10/9/2024 7:46:00,70.1,1611.5,20.18
10/9/2024 7:56:00,68.7,1607.9,20.15
10/9/2024 8:06:00,70.3,1615.8,20.12
10/9/2024 8:16:00,69.6,1611.5,20.1
10/9/2024 8:26:00,69.8,1616.9,20.07
10/9/2024 8:36:00,70.1,1613.5,20.05
10/9/2024 8:46:00,70.2,1612.6,20.04
10/9/2024 8:56:00,69.9,1612.7,20.02
10/9/2024 9:06:00,71.9,1608.6,20
10/9/2024 9:16:00,71.1,1604.5,19.99
10/9/2024 9:26:00,67.9,1600,19.98
10/9/2024 9:36:00,70,1604.7,19.97
10/9/2024 9:46:00,70,1603.2,19.97
10/9/2024 9:56:00,72,1601.4,19.97
10/9/2024 10:06:00,69.4,1604.9,19.97
10/9/2024 10:16:00,70.9,1605.9,19.97
10/9/2024 10:26:00,70.6,1604.6,19.97
10/9/2024 10:36:00,71.5,1606.3,19.97
10/9/2024 10:46:00,71,1606.8,19.98
10/9/2024 10:56:00,69.8,1606.6,20
10/9/2024 11:06:00,70,1606.1,20.02
10/9/2024 11:16:00,70.6,1603.7,20.04
10/9/2024 11:26:00,71.3,1604.8,20.07
10/9/2024 11:36:00,70.9,1598.4,20.11
10/9/2024 11:46:00,70.1,1602.8,20.15
10/9/2024 11:56:00,72.5,1601.2,20.19
10/9/2024 12:06:00,70.3,1600.5,20.24
10/9/2024 12:16:00,70.4,1604.8,20.29
10/9/2024 12:26:00,71,1609.9,20.34
10/9/2024 12:36:00,71.5,1613,20.39
10/9/2024 12:46:00,69.1,1594.5,20.44
10/9/2024 12:56:00,71.2,1596,20.48
10/9/2024 13:06:00,71.5,1591.3,20.53
10/9/2024 13:16:00,70.5,1589.1,20.57
10/9/2024 13:26:00,68.8,1585.3,20.61
10/9/2024 13:36:00,70.5,1578.9,20.64
10/9/2024 13:46:00,69.5,1573.8,20.66
10/9/2024 13:56:00,69.4,1569.5,20.68
10/9/2024 14:06:00,70.6,1567.5,20.7
10/9/2024 14:16:00,69.5,1563.6,20.71
10/9/2024 14:26:00,69.1,1561.6,20.73
10/9/2024 14:36:00,69.2,1562.1,20.74
10/9/2024 14:46:00,70.2,1557.2,20.75
10/9/2024 14:56:00,69.5,1556.5,20.76
10/9/2024 15:06:00,70.1,1558.9,20.77
10/9/2024 15:16:00,70.6,1553.6,20.78
10/9/2024 15:26:00,70.4,1551.3,20.79
10/9/2024 15:36:00,68.9,1547.7,20.8
10/9/2024 15:46:00,70,1546.5,20.81
10/9/2024 15:56:00,68.9,1542.4,20.83
10/9/2024 16:06:00,70.4,1537.2,20.86
10/9/2024 16:16:00,70,1534.9,20.88
10/9/2024 16:26:00,70.1,1531.6,20.93
10/9/2024 16:36:00,68.7,1530.4,20.97
10/9/2024 16:46:00,69.9,1539.5,21.03
10/9/2024 16:56:00,68.1,1527.3,21.08
10/9/2024 17:06:00,68.8,1529.9,21.13
10/9/2024 17:16:00,69.7,1524.4,21.18
10/9/2024 17:26:00,68.3,1522.3,21.23
10/9/2024 17:36:00,69.5,1522.1,21.27
10/9/2024 17:46:00,68.8,1518.6,21.33
10/9/2024 17:56:00,69.9,1518.1,21.37
10/9/2024 18:06:00,69.3,1518.2,21.42
10/9/2024 18:16:00,70.1,1518.5,21.46
10/9/2024 18:26:00,69.4,1514,21.5
10/9/2024 18:36:00,68.4,1515.4,21.54
10/9/2024 18:46:00,68.8,1514.6,21.57
10/9/2024 18:56:00,68.3,1516.2,21.6
10/9/2024 19:06:00,69.7,1511.2,21.62
10/9/2024 19:16:00,68.9,1508.4,21.65
10/9/2024 19:26:00,68.7,1509.4,21.68
10/9/2024 19:36:00,69.3,1508.5,21.7
10/9/2024 19:46:00,68.4,1505.2,21.72
10/9/2024 19:56:00,69,1504.9,21.73
10/9/2024 20:06:00,68.2,1504.4,21.74
10/9/2024 20:16:00,69.8,1509.6,21.75
10/9/2024 20:26:00,67.6,1504.6,21.74
10/9/2024 20:36:00,67.1,1511.9,21.74
10/9/2024 20:46:00,68.7,1513,21.74
10/9/2024 20:56:00,70.5,1513.8,21.73
10/9/2024 21:06:00,70.5,1513.5,21.73
10/9/2024 21:16:00,68.8,1516.4,21.71
10/9/2024 21:26:00,68.1,1516.6,21.7
10/9/2024 21:36:00,69.7,1514.6,21.68
10/9/2024 21:46:00,68.2,1515.3,21.67
10/9/2024 21:56:00,69.3,1516.5,21.65
10/9/2024 22:06:00,69.1,1521.5,21.63
10/9/2024 22:16:00,68.9,1521.4,21.62
10/9/2024 22:26:00,68.2,1524.2,21.6
10/9/2024 22:36:00,70.4,1527.4,21.58
10/9/2024 22:46:00,70,1526.3,21.56
10/9/2024 22:56:00,70.2,1527.6,21.54
10/9/2024 23:06:00,70.9,1530,21.52
10/9/2024 23:16:00,69.2,1529.8,21.5
10/9/2024 23:26:00,69.1,1531.3,21.47
10/9/2024 23:36:00,70.6,1537.5,21.45
10/9/2024 23:46:00,70,1540.9,21.42
10/9/2024 23:56:00,70.3,1542.3,21.4
10/10/2024 0:06:00,70.2,1541.2,21.39
10/10/2024 0:16:00,71,1546.3,21.37
10/10/2024 0:26:00,68.9,1550.3,21.35
10/10/2024 0:36:00,69.5,1555.8,21.33
10/10/2024 0:46:00,69.4,1558.5,21.31
10/10/2024 0:56:00,69.8,1562.6,21.29
10/10/2024 1:06:00,70,1568.1,21.27
10/10/2024 1:16:00,69.9,1568.2,21.25
10/10/2024 1:26:00,71,1576.9,21.23
10/10/2024 1:36:00,70.2,1583.7,21.2
10/10/2024 1:46:00,71.9,1584.4,21.17
10/10/2024 1:56:00,70.1,1585.6,21.15
10/10/2024 2:06:00,70.1,1592.9,21.12
10/10/2024 2:16:00,70.1,1602.1,21.08
10/10/2024 2:26:00,70.4,1598.9,21.04
10/10/2024 2:36:00,69.2,1607.2,21
10/10/2024 2:46:00,70.7,1614.5,20.97
10/10/2024 2:56:00,70.5,1622.8,20.92
10/10/2024 3:06:00,69.9,1623.2,20.88
10/10/2024 3:16:00,70.6,1624.8,20.84
10/10/2024 3:26:00,69.6,1623.2,20.79
10/10/2024 3:36:00,70.6,1624.1,20.75
10/10/2024 3:46:00,68.7,1618.7,20.71
10/10/2024 3:56:00,70.8,1623,20.67
10/10/2024 4:06:00,69.2,1624.8,20.62
10/10/2024 4:16:00,68.7,1631.2,20.58
10/10/2024 4:26:00,69.4,1632.5,20.54
10/10/2024 4:36:00,71,1637,20.49
10/10/2024 4:46:00,69.4,1641.1,20.45
10/10/2024 4:56:00,70.5,1639.6,20.41
10/10/2024 5:06:00,70.7,1638.9,20.37
10/10/2024 5:16:00,70.3,1630.7,20.33
10/10/2024 5:26:00,70.6,1631.7,20.3
10/10/2024 5:36:00,71.2,1633.2,20.26
10/10/2024 5:46:00,70.5,1636.6,20.23
10/10/2024 5:56:00,70.1,1635.7,20.19
10/10/2024 6:06:00,69.2,1631.9,20.16
10/10/2024 6:16:00,69.6,1630.9,20.12
10/10/2024 6:26:00,70.1,1631.6,20.09
10/10/2024 6:36:00,70.3,1630.2,20.07
10/10/2024 6:46:00,69.5,1628.5,20.03
10/10/2024 6:56:00,69.4,1621.4,20.01
10/10/2024 7:06:00,69.2,1621.6,19.98
10/10/2024 7:16:00,70.1,1617.3,19.96
10/10/2024 7:26:00,69.7,1619.1,19.92
10/10/2024 7:36:00,69,1619.4,19.89
10/10/2024 7:46:00,67.9,1615.8,19.87
10/10/2024 7:56:00,67.8,1615.5,19.84
10/10/2024 8:06:00,67.8,1611.9,19.82
10/10/2024 8:16:00,69.6,1609.8,19.79
10/10/2024 8:26:00,67.4,1606.6,19.77
10/10/2024 8:36:00,67.3,1608,19.75
10/10/2024 8:46:00,68,1611.9,19.72
10/10/2024 8:56:00,69.9,1616.2,19.7
10/10/2024 9:06:00,68.9,1612.6,19.69
10/10/2024 9:16:00,69.2,1612.4,19.67
10/10/2024 9:26:00,68.7,1613.9,19.66
10/10/2024 9:36:00,69,1612.3,19.65
10/10/2024 9:46:00,70,1611.8,19.64
10/10/2024 9:56:00,69.6,1610.4,19.65
10/10/2024 10:06:00,68.9,1605.7,19.65
10/10/2024 10:16:00,69,1606.5,19.67
10/10/2024 10:26:00,70.4,1602.1,19.68
10/10/2024 10:36:00,68.8,1604.4,19.7
10/10/2024 10:46:00,68,1602,19.72
10/10/2024 10:56:00,69.1,1602.6,19.74
10/10/2024 11:06:00,70,1601.8,19.77
10/10/2024 11:08:01,68.6,1603.1,19.71
10/10/2024 11:13:01,69.7,1608.4,19.72
10/10/2024 11:18:01,15.8,8,19.87
10/10/2024 11:23:01,17.4,35,22.73
10/10/2024 11:28:01,14.9,9.8,22.22
10/10/2024 11:33:01,148.2,179.9,27.17
10/10/2024 11:38:01,170,448.6,28.78
10/10/2024 11:43:01,169.8,421.5,29.86
10/10/2024 11:48:01,167,400.1,30.9
10/10/2024 11:53:01,166.2,393.1,31.82
10/10/2024 11:58:01,8.2,19.4,27.84
10/10/2024 12:03:01,59.7,1826.9,21.01
10/10/2024 12:08:01,60.9,1857,20.58
10/10/2024 12:13:01,61,1866.5,20.46
10/10/2024 12:18:01,63.3,1883.4,20.45
10/10/2024 12:23:01,63.8,1889.9,20.42
10/10/2024 12:28:01,66.7,1905,20.42
10/10/2024 12:33:01,68.6,1908.6,20.43
10/10/2024 12:38:01,69.8,1907.4,20.42
10/10/2024 12:43:01,70.3,1904.3,20.43
10/10/2024 12:48:01,70.5,1901.3,20.44
10/10/2024 12:53:01,72.9,1905.5,20.45
10/10/2024 12:58:01,70.6,1904.4,20.47
10/10/2024 13:03:01,70.5,1895.5,20.49
10/10/2024 13:08:01,70.7,1890.4,20.49
10/10/2024 13:13:01,70.9,1882.8,20.52
10/10/2024 13:18:01,70.2,1889,20.52
10/10/2024 13:23:01,71.6,1886,20.54
10/10/2024 13:28:01,69.9,1888.8,20.54
10/10/2024 13:33:01,72.4,1893.5,20.55
10/10/2024 13:38:01,70.9,1894.4,20.56
10/10/2024 13:43:01,69.9,1891.2,20.57
10/10/2024 13:48:01,72.3,1892.9,20.57
10/10/2024 13:53:01,70.9,1903.6,20.58
10/10/2024 13:58:01,71.7,1903.4,20.58
10/10/2024 14:03:01,72.4,1903.1,20.59
10/10/2024 14:08:01,71.4,1904.5,20.6
10/10/2024 14:13:01,72.2,1918.4,20.61
10/10/2024 14:18:01,72.5,1918,20.61
10/10/2024 14:23:01,72.6,1918.8,20.62
10/10/2024 14:28:01,71.9,1925.1,20.62
10/10/2024 14:33:01,71.1,1921.7,20.62
10/10/2024 14:38:01,71.8,1929.5,20.61
10/10/2024 14:43:01,72.4,1935.2,20.61
10/10/2024 14:48:01,74.3,1939.8,20.61
10/10/2024 14:53:01,71.2,1936.9,20.61
10/10/2024 14:58:01,73,1928.2,20.61
10/10/2024 15:03:01,71.4,1929,20.62
10/10/2024 15:08:01,72.9,1933.4,20.61
10/10/2024 15:10:00,72.6,1932.9,20.65
10/10/2024 15:20:00,72.3,1930.2,20.65
10/10/2024 15:30:00,73.4,1935.6,20.65
10/10/2024 15:40:00,70.2,1927.1,20.67
10/10/2024 15:50:00,73.9,1927.3,20.68
10/10/2024 16:00:00,72.3,1933.8,20.7
10/10/2024 16:10:00,73.2,1927.7,20.72
10/10/2024 16:20:00,72.3,1922.7,20.75
10/10/2024 16:30:00,72.9,1909.3,20.79
10/10/2024 16:40:00,72.5,1901.6,20.84
10/10/2024 16:50:00,72.4,1902.4,20.89
10/10/2024 17:00:00,70.4,1898.3,20.94
10/10/2024 17:10:00,71.4,1894.8,20.99
10/10/2024 17:20:00,71.4,1889.8,21.03
10/10/2024 17:30:00,71.2,1897.8,21.07
10/10/2024 17:40:00,73.2,1885.4,21.11
10/10/2024 17:50:00,71.3,1881.4,21.15
10/10/2024 18:00:00,72,1884.1,21.2
10/10/2024 18:10:00,70.3,1873.7,21.25
10/10/2024 18:20:00,71.3,1869.7,21.29
10/10/2024 18:30:00,71.3,1869.1,21.34
10/10/2024 18:40:00,69.2,1862.5,21.38
10/10/2024 18:50:00,70.7,1863.3,21.42
10/10/2024 19:00:00,70.4,1858.5,21.46
10/10/2024 19:10:00,70.2,1887.1,21.5
10/10/2024 19:20:00,70.1,1887.9,21.54
10/10/2024 19:30:00,72.6,1898.8,21.57
10/10/2024 19:40:00,70.1,1882,21.6
10/10/2024 19:50:00,73.6,1882.7,21.63
10/10/2024 20:00:00,71.7,1887.5,21.65
10/10/2024 20:10:00,72.2,1892.8,21.66
10/10/2024 20:20:00,72,1894.9,21.67
10/10/2024 20:30:00,71.5,1897.2,21.68
10/10/2024 20:40:00,71.4,1900.8,21.67
10/10/2024 20:50:00,72.4,1899.4,21.67
10/10/2024 21:00:00,70.8,1905.4,21.66
10/10/2024 21:10:00,71.3,1912.4,21.65
10/10/2024 21:20:00,71.9,1911.5,21.63
10/10/2024 21:30:00,72.5,1893.4,21.61
10/10/2024 21:40:00,72,1898.6,21.59
10/10/2024 21:50:00,71.6,1896.1,21.58
10/10/2024 22:00:00,71.6,1898.3,21.56
10/10/2024 22:10:00,71.8,1900.3,21.54
10/10/2024 22:20:00,72.2,1905.5,21.52
10/10/2024 22:30:00,71.8,1906.4,21.5
10/10/2024 22:40:00,72.2,1911.7,21.48
10/10/2024 22:50:00,71.3,1912.7,21.46
10/10/2024 23:00:00,72.4,1917.7,21.44
10/10/2024 23:10:00,72.1,1917.2,21.42
10/10/2024 23:20:00,74.2,1916.6,21.4
10/10/2024 23:30:00,72.3,1923.2,21.38
10/10/2024 23:40:00,72.7,1928.3,21.35
10/10/2024 23:50:00,72.5,1938.1,21.32
10/11/2024 0:00:00,72.4,1933.4,21.29
10/11/2024 0:10:00,73.2,1934.6,21.26
10/11/2024 0:20:00,73.3,1935.1,21.24
10/11/2024 0:30:00,72.4,1942.1,21.21
10/11/2024 0:40:00,73.4,1958,21.17
10/11/2024 0:50:00,74,1997.4,21.1
10/11/2024 1:00:00,73.6,2008.1,21.05
10/11/2024 1:10:00,73.3,2015.1,21
10/11/2024 1:20:00,72.9,2022.1,20.95
10/11/2024 1:30:00,73.2,2026.2,20.89
10/11/2024 1:40:00,74,2030.1,20.85
10/11/2024 1:50:00,73.6,2037,20.8
10/11/2024 2:00:00,72.2,2039.4,20.74
10/11/2024 2:10:00,73.8,2039.3,20.69
10/11/2024 2:20:00,74.9,2047,20.64
10/11/2024 2:30:00,74.5,2053.9,20.59
10/11/2024 2:40:00,73.5,2057.8,20.54
10/11/2024 2:50:00,73.5,2061,20.49
10/11/2024 3:00:00,74.5,2053.2,20.44
10/11/2024 3:10:00,73,2064.1,20.4
10/11/2024 3:20:00,73.9,2070,20.35
10/11/2024 3:30:00,75.1,2066.4,20.32
10/11/2024 3:40:00,75,2074,20.28
10/11/2024 3:50:00,72.6,2063.6,20.24
10/11/2024 4:00:00,72.6,2073.4,20.21
10/11/2024 4:10:00,73.9,2076.2,20.17
10/11/2024 4:20:00,74.5,2076.5,20.14
10/11/2024 4:30:00,73.5,2080.7,20.1
10/11/2024 4:40:00,73.7,2082.9,20.07
10/11/2024 4:50:00,74.7,2084.3,20.04
10/11/2024 5:00:00,74.7,2089.3,20
10/11/2024 5:10:00,74.8,2090.4,19.97
10/11/2024 5:20:00,74.9,2095.1,19.93
10/11/2024 5:30:00,75.3,2087.2,19.89
10/11/2024 5:40:00,74.5,2096.5,19.85
10/11/2024 5:50:00,74.3,2098.7,19.81
10/11/2024 6:00:00,72.5,2098.9,19.77
10/11/2024 6:10:00,73.4,2101,19.73
10/11/2024 6:20:00,74.4,2105,19.68
10/11/2024 6:30:00,74.9,2107.9,19.64
10/11/2024 6:40:00,74,2099.2,19.6
10/11/2024 6:50:00,75.5,2108.9,19.56
10/11/2024 7:00:00,73.5,2109.3,19.52
10/11/2024 7:10:00,74,2110.9,19.48
10/11/2024 7:20:00,74.9,2113.5,19.44
10/11/2024 7:30:00,74.8,2113.1,19.41
10/11/2024 7:40:00,75.4,2111.2,19.38
10/11/2024 7:50:00,75.4,2118.7,19.34
10/11/2024 8:00:00,74.9,2121.8,19.31
10/11/2024 8:10:00,74.4,2126.5,19.28
10/11/2024 8:20:00,76.2,2121.7,19.25
10/11/2024 8:30:00,75,2126.1,19.23
10/11/2024 8:40:00,73.7,2125.8,19.21
10/11/2024 8:50:00,74.5,2125.3,19.19
10/11/2024 9:00:00,75.3,2130.9,19.18
10/11/2024 9:10:00,75.9,2129,19.17
10/11/2024 9:20:00,74.4,2131.2,19.16
10/11/2024 9:30:00,75.1,2137.2,19.15
10/11/2024 9:40:00,75,2132.5,19.16
10/11/2024 9:50:00,74.8,2126.3,19.17
10/11/2024 10:00:00,73.7,2117.8,19.19
10/11/2024 10:10:00,74.2,2113.6,19.21
10/11/2024 10:20:00,74.4,2120,19.23
10/11/2024 10:30:00,75.5,2115.5,19.25
10/11/2024 10:40:00,74,2132.2,19.27
10/11/2024 10:50:00,75,2119.1,19.31
10/11/2024 11:00:00,74.3,2106.9,19.34
10/11/2024 11:10:00,73.9,2103.9,19.37
10/11/2024 11:20:00,73.1,2100.6,19.42
10/11/2024 11:30:00,73.7,2101,19.47
10/11/2024 11:40:00,74.3,2102.7,19.54
10/11/2024 11:50:00,75.9,2113.9,19.6
10/11/2024 12:00:00,73,2110.9,19.67
10/11/2024 12:10:00,75.8,2108.4,19.73
10/11/2024 12:20:00,73.9,2114.9,19.8
10/11/2024 12:30:00,75.2,2109.4,19.86
10/11/2024 12:40:00,75.4,2104.9,19.91
10/11/2024 12:50:00,74,2110.1,19.96
10/11/2024 13:00:00,74.1,2095.1,20
10/11/2024 13:10:00,73.4,2088.9,20.04
10/11/2024 13:20:00,73,2085.1,20.07
10/11/2024 13:30:00,74.4,2084.8,20.08
10/11/2024 13:40:00,73.1,2093.4,20.1
10/11/2024 13:50:00,73.6,2098.9,20.11
10/11/2024 14:00:00,73.6,2118,20.13
10/11/2024 14:10:00,74.1,2123.6,20.14
10/11/2024 14:20:00,74.6,2120.9,20.15
10/11/2024 14:30:00,74.1,2112.1,20.16
10/11/2024 14:40:00,73.9,2110.3,20.17
10/11/2024 14:50:00,74.5,2106.6,20.17
10/11/2024 15:00:00,72.5,2110.4,20.18
10/11/2024 15:10:00,73.4,2105.4,20.18
10/11/2024 15:20:00,74.2,2103,20.2
10/11/2024 15:30:00,74.1,2096,20.22
10/11/2024 15:40:00,71.3,2092.8,20.25
10/11/2024 15:50:00,73.9,2086,20.28
10/11/2024 16:00:00,74.2,2081.7,20.32
10/11/2024 16:10:00,72.7,2069.3,20.36
10/11/2024 16:20:00,73.5,2068.7,20.41
10/11/2024 16:30:00,72.7,2069,20.46
10/11/2024 16:40:00,73,2078,20.52
10/11/2024 16:50:00,74.3,2077.8,20.6
10/11/2024 17:00:00,73.5,2065.1,20.67
10/11/2024 17:10:00,73.4,2046.9,20.75
10/11/2024 17:20:00,72.2,2040.8,20.82
10/11/2024 17:30:00,71.9,2040.5,20.88
10/11/2024 17:40:00,72.8,2042,20.96
10/11/2024 17:50:00,72.2,2039.2,21.02
10/11/2024 18:00:00,72,2038.7,21.08
10/11/2024 18:10:00,72.8,2025.3,21.13
10/11/2024 18:20:00,72.9,2018.7,21.18
10/11/2024 18:30:00,73.5,2015.3,21.23
10/11/2024 18:40:00,72.1,2015.9,21.28
10/11/2024 18:50:00,72.7,2010.8,21.32
10/11/2024 19:00:00,73.5,2009.5,21.37
10/11/2024 19:10:00,73.1,2005.4,21.4
10/11/2024 19:20:00,71.7,2003.8,21.44
10/11/2024 19:30:00,72.5,2006.1,21.47
10/11/2024 19:40:00,74.6,2003.9,21.5
10/11/2024 19:50:00,72.7,2011.9,21.51
10/11/2024 20:00:00,72,2013.6,21.53
10/11/2024 20:10:00,72.8,2016.6,21.53
10/11/2024 20:20:00,73.6,2020.4,21.53
10/11/2024 20:30:00,72.9,2026.2,21.53
10/11/2024 20:40:00,74,1997.7,21.53
10/11/2024 20:50:00,72.9,1999.2,21.52
10/11/2024 21:00:00,73.6,1997.5,21.51
10/11/2024 21:10:00,72.8,2003.4,21.49
10/11/2024 21:20:00,73.2,2004.5,21.47
10/11/2024 21:30:00,72.9,2006,21.45
10/11/2024 21:40:00,73.8,2010.6,21.42
10/11/2024 21:50:00,74.8,2006.6,21.4
10/11/2024 22:00:00,74.5,2014.3,21.37
10/11/2024 22:10:00,71.3,2016.5,21.35
10/11/2024 22:20:00,73.3,2016.6,21.32
10/11/2024 22:30:00,74.3,2021.3,21.28
10/11/2024 22:40:00,72.8,2025,21.25
10/11/2024 22:50:00,75,2024.4,21.23
10/11/2024 23:00:00,73.8,2027.5,21.19
10/11/2024 23:10:00,73.5,2031,21.16
10/11/2024 23:20:00,73.7,2034.6,21.12
10/11/2024 23:30:00,74.1,2038.1,21.09
10/11/2024 23:40:00,74.1,2044.7,21.06
10/11/2024 23:50:00,73.5,2066.4,21.01
10/12/2024 0:00:00,74.9,2072.9,20.97
10/12/2024 0:10:00,75.2,2081.5,20.93
10/12/2024 0:20:00,73.3,2084.8,20.88
10/12/2024 0:30:00,76.2,2086.6,20.84
10/12/2024 0:40:00,74.9,2090.6,20.8
10/12/2024 0:50:00,74.4,2100.3,20.75
10/12/2024 1:00:00,75.1,2113.1,20.71
10/12/2024 1:10:00,74.7,2055.9,20.66
10/12/2024 1:20:00,74.1,2059.6,20.61
10/12/2024 1:30:00,75.4,2065.6,20.56
10/12/2024 1:40:00,75.5,2069.8,20.5
10/12/2024 1:50:00,75.4,2073.5,20.45
10/12/2024 2:00:00,74.3,2076.5,20.4
10/12/2024 2:10:00,74.1,2079.2,20.35
10/12/2024 2:20:00,73.8,2078.8,20.3
10/12/2024 2:30:00,75.3,2082.6,20.24
10/12/2024 2:40:00,75.2,2085.8,20.19
10/12/2024 2:50:00,74.4,2089.8,20.13
10/12/2024 3:00:00,74.7,2090.7,20.08
10/12/2024 3:10:00,77,2090.7,20.03
10/12/2024 3:20:00,75.1,2093.9,19.98
10/12/2024 3:30:00,74.8,2099.9,19.92
10/12/2024 3:40:00,74.4,2096.8,19.86
10/12/2024 3:50:00,73.8,2100.5,19.81
10/12/2024 4:00:00,75.4,2100.4,19.75
10/12/2024 4:10:00,75.1,2101.5,19.7
10/12/2024 4:20:00,74.4,2102.6,19.65
10/12/2024 4:30:00,74.7,2102.4,19.59
10/12/2024 4:40:00,75.4,2105.5,19.53
10/12/2024 4:50:00,75,2106.5,19.47
10/12/2024 5:00:00,74.4,2106.5,19.42
10/12/2024 5:10:00,74.7,2108.2,19.36
10/12/2024 5:20:00,73.5,2107.1,19.29
